doc,summarizer,shuffle_score
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,abssentrw,0.2517
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,abssentrw,0.2064
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,abssentrw,0.6514
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,abssentrw,0.06573
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,abssentrw,-1.37
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,abssentrw,-1.543
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,abssentrw,-1.492
dm-test-26e4e19d945cedcb489f28808c730658139c9415,abssentrw,-1.34
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,abssentrw,0.3704
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,abssentrw,-1.847
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,abssentrw,-1.013
dm-test-051db270afc32571a08c15124330efe89d80fea8,abssentrw,-1.363
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,abssentrw,-0.8853
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,abssentrw,-1.097
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,abssentrw,0.1306
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,abssentrw,0.3962
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,abssentrw,-0.636
dm-test-fadabe346fe95d33eee71299e6596754768f5246,abssentrw,0.807
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,abssentrw,-0.8833
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,abssentrw,0.729
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,abssentrw,-1.371
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,abssentrw,-1.061
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,abssentrw,-1.215
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,abssentrw,0.3909
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,abssentrw,-0.72
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,abssentrw,-0.3037
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,abssentrw,-1.58
dm-test-2377095dda83df778e34304b7a09813808105d3b,abssentrw,0.6255
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,abssentrw,-0.3623
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,T5,0.6865
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,T5,0.575
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,T5,-1.093
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,T5,-1.292
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,T5,-1.412
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,T5,-1.537
dm-test-14c813567696f4e63a39993c09d4edb454036179,T5,-1.111
dm-test-e470f0a87d7513bf880412524332047020422c3f,T5,-1.435
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,T5,-0.632
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,T5,0.7617
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,T5,-1.535
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,T5,0.7944
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,T5,0.942
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,T5,0.819
dm-test-4fb64a2298e18626db776fccf834be87388827e0,T5,-1.216
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,T5,-1.529
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,T5,-1.108
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,T5,-1.1045
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,T5,-1.375
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,T5,-1.476
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,T5,-0.9688
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,T5,-1.253
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,T5,-1.299
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,T5,-1.423
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,T5,0.5903
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,T5,0.771
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,T5,0.626
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,T5,-0.939
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,T5,-1.202
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,T5,-1.231
dm-test-3785743303ddb8b594be7c449a37458b99e83812,T5,0.6255
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,T5,-1.393
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,T5,-1.33
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,T5,0.6426
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,T5,0.684
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,T5,-0.1735
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,T5,-1.406
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,T5,0.4993
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,T5,0.8022
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,T5,-0.2122
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,T5,0.5986
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,T5,-0.3257
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,T5,-0.552
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,T5,0.745
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,T5,-1.276
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,T5,-0.286
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,T5,0.3494
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,T5,-1.048
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,T5,-0.788
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,T5,-1.309
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,T5,0.6606
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,T5,0.6807
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,T5,0.702
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,T5,0.8066
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,T5,0.7676
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,T5,-0.3484
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,T5,-1.587
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,T5,0.587
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,T5,-0.5273
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,T5,-1.269
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,T5,-1.262
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,T5,-1.272
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,T5,0.09485
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,T5,-0.572
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,T5,-1.318
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,T5,0.2593
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,T5,0.8887
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,T5,0.7363
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,T5,-1.183
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,T5,-1.228
dm-test-801763443e6c73e3857039f2223798b2b58bef19,T5,0.5684
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,T5,0.424
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,T5,-0.78
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,T5,-1.13
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,T5,-1.353
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,T5,0.4758
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,T5,-1.441
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,T5,-1.245
dm-test-26e4e19d945cedcb489f28808c730658139c9415,T5,0.6743
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,T5,-1.446
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,T5,-1.308
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,T5,-0.502
dm-test-051db270afc32571a08c15124330efe89d80fea8,T5,-1.431
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,T5,-1.394
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,T5,0.682
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,T5,-0.7793
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,T5,0.76
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,T5,0.761
dm-test-fadabe346fe95d33eee71299e6596754768f5246,T5,-1.216
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,T5,0.6924
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,T5,-1.057
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,T5,-1.259
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,T5,-1.331
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,T5,-1.194
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,T5,0.7163
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,T5,-1.5
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,T5,-0.1906
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,T5,-1.148
dm-test-2377095dda83df778e34304b7a09813808105d3b,T5,0.8237
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,T5,0.7656
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Closed book decoder,0.2773
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Closed book decoder,0.5493
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Closed book decoder,0.58
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Closed book decoder,-0.889
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Closed book decoder,0.831
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Closed book decoder,-1.668
dm-test-14c813567696f4e63a39993c09d4edb454036179,Closed book decoder,0.8564
dm-test-e470f0a87d7513bf880412524332047020422c3f,Closed book decoder,0.02032
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Closed book decoder,-0.9
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Closed book decoder,0.608
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Closed book decoder,0.1422
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Closed book decoder,-1.233
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Closed book decoder,0.1184
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Closed book decoder,0.11633
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Closed book decoder,0.4795
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Closed book decoder,-1.946
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Closed book decoder,-1.596
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Closed book decoder,-0.892
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Closed book decoder,0.8804
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Closed book decoder,0.3772
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Closed book decoder,0.5405
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Closed book decoder,0.7075
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Closed book decoder,-1.637
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Closed book decoder,-1.043
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Closed book decoder,0.6523
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Closed book decoder,0.3875
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Closed book decoder,0.674
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Closed book decoder,-1.265
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Closed book decoder,-0.892
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Closed book decoder,0.6396
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Closed book decoder,0.368
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Closed book decoder,0.2412
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Closed book decoder,0.65
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Closed book decoder,0.6504
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Closed book decoder,-0.619
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Closed book decoder,-1.365
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Closed book decoder,-1.644
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Closed book decoder,0.568
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Closed book decoder,-1.327
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Closed book decoder,-1.085
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Closed book decoder,0.7188
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Closed book decoder,0.2065
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Closed book decoder,-1.336
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Closed book decoder,-0.5977
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Closed book decoder,0.27
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Closed book decoder,-1.436
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Closed book decoder,0.827
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Closed book decoder,0.1655
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Closed book decoder,-1.539
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Closed book decoder,-0.0734
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Closed book decoder,-1.121
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Closed book decoder,0.09845
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Closed book decoder,0.7144
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Closed book decoder,0.02953
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Closed book decoder,0.6787
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Closed book decoder,-1.49
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Closed book decoder,-1.383
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Closed book decoder,0.7207
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Closed book decoder,-1.435
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Closed book decoder,-0.507
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Closed book decoder,1.046
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Closed book decoder,0.385
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Closed book decoder,0.1678
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Closed book decoder,0.2695
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Closed book decoder,0.7314
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Closed book decoder,0.5576
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Closed book decoder,0.86
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Closed book decoder,0.4216
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Closed book decoder,-1.296
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Closed book decoder,1.058
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Closed book decoder,-0.446
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Closed book decoder,0.5444
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Closed book decoder,-1.535
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Closed book decoder,-0.3723
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Closed book decoder,-0.9893
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Closed book decoder,-1.07
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Closed book decoder,0.00449
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Closed book decoder,0.7373
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Closed book decoder,-0.6924
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Closed book decoder,-0.554
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Closed book decoder,0.127
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Closed book decoder,-0.851
dm-test-051db270afc32571a08c15124330efe89d80fea8,Closed book decoder,-1.458
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Closed book decoder,-0.5127
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Closed book decoder,-1.021
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Closed book decoder,1.06
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Closed book decoder,0.712
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Closed book decoder,-1.35
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Closed book decoder,0.76
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Closed book decoder,0.697
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,Closed book decoder,0.6826
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Closed book decoder,0.749
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,Closed book decoder,0.569
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,Closed book decoder,-0.8276
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,Closed book decoder,0.519
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Closed book decoder,0.5483
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,Closed book decoder,0.2612
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,Closed book decoder,0.781
dm-test-2377095dda83df778e34304b7a09813808105d3b,Closed book decoder,-0.875
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,Closed book decoder,0.8037
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Pegasus (dynamic mix),2.586
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Pegasus (dynamic mix),2.834
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Pegasus (dynamic mix),1.874
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Pegasus (dynamic mix),2.504
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Pegasus (dynamic mix),2.963
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Pegasus (dynamic mix),2.693
dm-test-14c813567696f4e63a39993c09d4edb454036179,Pegasus (dynamic mix),2.969
dm-test-e470f0a87d7513bf880412524332047020422c3f,Pegasus (dynamic mix),2.727
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Pegasus (dynamic mix),2.715
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Pegasus (dynamic mix),2.71
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Pegasus (dynamic mix),2.465
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Pegasus (dynamic mix),2.213
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Pegasus (dynamic mix),3.064
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Pegasus (dynamic mix),2.44
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Pegasus (dynamic mix),3.63
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Pegasus (dynamic mix),2.752
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Pegasus (dynamic mix),1.847
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Pegasus (dynamic mix),2.705
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Pegasus (dynamic mix),1.781
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Pegasus (dynamic mix),-0.936
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Pegasus (dynamic mix),2.578
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Pegasus (dynamic mix),2.617
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Pegasus (dynamic mix),2.045
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Pegasus (dynamic mix),2.8
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Pegasus (dynamic mix),2.738
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Pegasus (dynamic mix),2.697
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Pegasus (dynamic mix),2.822
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Pegasus (dynamic mix),2.402
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Pegasus (dynamic mix),2.125
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Pegasus (dynamic mix),-1.156
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Pegasus (dynamic mix),2.324
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Pegasus (dynamic mix),2.682
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Pegasus (dynamic mix),2.992
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Pegasus (dynamic mix),2.63
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Pegasus (dynamic mix),2.826
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Pegasus (dynamic mix),2.615
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Pegasus (dynamic mix),2.938
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Pegasus (dynamic mix),2.87
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Pegasus (dynamic mix),2.344
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Pegasus (dynamic mix),2.492
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Pegasus (dynamic mix),1.883
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Pegasus (dynamic mix),2.38
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Pegasus (dynamic mix),2.527
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Pegasus (dynamic mix),2.59
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Pegasus (dynamic mix),1.978
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Pegasus (dynamic mix),2.133
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Pegasus (dynamic mix),0.961
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Pegasus (dynamic mix),2.66
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Pegasus (dynamic mix),2.33
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Pegasus (dynamic mix),2.807
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Pegasus (dynamic mix),2.307
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Pegasus (dynamic mix),2.273
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Pegasus (dynamic mix),2.205
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Pegasus (dynamic mix),2.582
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Pegasus (dynamic mix),2.354
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Pegasus (dynamic mix),2.332
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Pegasus (dynamic mix),2.582
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Pegasus (dynamic mix),2.062
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Pegasus (dynamic mix),3.018
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Pegasus (dynamic mix),-0.4592
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Pegasus (dynamic mix),2.006
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Pegasus (dynamic mix),2.701
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Pegasus (dynamic mix),2.79
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Pegasus (dynamic mix),0.3823
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Pegasus (dynamic mix),-0.863
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Pegasus (dynamic mix),2.379
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Pegasus (dynamic mix),2.127
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Pegasus (dynamic mix),2.246
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Pegasus (dynamic mix),2.55
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Pegasus (dynamic mix),2.791
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Pegasus (dynamic mix),2.44
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Pegasus (dynamic mix),2.592
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Pegasus (dynamic mix),2.395
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Pegasus (dynamic mix),2.854
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Pegasus (dynamic mix),2.895
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Pegasus (dynamic mix),2.363
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Pegasus (dynamic mix),2.373
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Pegasus (dynamic mix),2.807
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Pegasus (dynamic mix),2.361
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Pegasus (dynamic mix),2.459
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Pegasus (dynamic mix),2.764
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Pegasus (dynamic mix),3.63
dm-test-051db270afc32571a08c15124330efe89d80fea8,Pegasus (dynamic mix),2.264
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Pegasus (dynamic mix),1.949
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Pegasus (dynamic mix),1.971
